"Story","Title","Result","Date","Stability","Duration (s)"
"HU-002 Buscador Aleatorio","Buscar un producto aleatorio en Dekosas exitoso","FAILURE","2021-06-17T11:00:12.101-05:00[America/Bogota]","0.0","21.22"
